0x100113d8: ret;
0x1008b143: rep ret;
0x1001de32: adc al, ch; add dl, [edi-0x3B7CFFED]; or bh, bh; rol [ebx-0x3FCCF33C], 1; pop esi; ret;
0x1011e86b: pop edi; mov [edx], 0x10168740; mov [edx+0x04], 0x00000001; mov eax, edx; pop esi; ret;
0x1001367a: add [eax], eax; add [ebx+0x5B5E5FC6], cl; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x101532a8: add al, 0x52; pop edi; shl eax, 0x05; pop esi; pop ebx; mov eax, [eax+0x1016D5FC]; ret;
0x1008b6f1: add [eax], al; mov [esi+0x000000F0], ebx; pop esi; xor eax, eax; pop ebx; pop ecx; ret;
0x1009ce5b: push eax; or [ebp+0x5F0B75C0], al; pop esi; pop ebp; pop ebx; add esp, 0x00002000; ret;
0x1002ac80: mov word [edx], ds; add [eax], al; mov eax, 0x00000001; mov [ecx+0x000015D4], edx; ret;
0x10123e89: mov eax, [edi+0x0C]; mov [esi+0x4C], eax; mov eax, esi; pop edi; pop esi; pop ebx; ret;
0x10150e82: add esi, [ebx]; rol bl, 0x39; dec eax; add al, 0x75; push es; mov eax, 0x00000001; ret;
0x10109698: sbb al, 0x74; or al, 0x39; dec eax; adc [ebp+ebp-0x75], dh; inc eax; or [ebx], bh; ret;
0x10135337: xor [ebx-0x3FCCF73C], al; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x000100F4; ret;
0x10044d15: pop ebx; mov ecx, [esp+0x0000262C]; mov [fs:0x00000000], ecx; add esp, 0x00002638; ret;
0x1005a483: adc al, ch; mov cl, 0xD0; sldt word [ebx-0x2F00F73C]; add esp, 0x08; xor eax, eax; ret;
0x1014dcf5: sal [edx+ecx-0x75], 0x40; sbb al, 0x8B; dec esp; and al, 0x08; or [eax+0x18], ecx; ret;
0x101341b3: adc [ebx-0x3874FB3C], al; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000244; ret;
0x1014c80c: inc edi; mov edx, [esp+0x14]; mov eax, 0x00000001; pop esi; mov [edx], 0x00000001; ret;
0x10132893: mov [esi+0x04], ecx; mov [esi+0x08], eax; mov eax, edi; pop edi; pop esi; pop ebx; ret;
0x1001c5e6: inc ecx; add [ecx-0x7C], eax; sal [ebp-0x10], 0xB8; add [eax], eax; add [eax], al; ret;
0x10045e9b: add al, 0x00; nop; nop; nop; mov eax, [ecx+0x00000640]; mov edx, [ecx+0x00000644]; ret;
0x100c1577: cwde; sbb eax, 0xE8CE8B10; mov edi, 0xF7FFFFE2; fcomp [ebx]; rcr [esi-0x09], 0xD8; ret;
0x1014b1cd: add [eax], al; add [ebx], dh; rcr [ebx-0x007F], 0xC4; sub [ecx], al; add [eax], al; ret;
0x10149fe5: add [eax], al; pop esi; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x1013a1c2: push edi; or [edx-0x01], dl; rcl [edi-0x01], cl; rol [ebx+0x5B5E0CC4], cl; pop edi; ret;
0x1013f49e: add [eax], al; mov [eax], ebx; pop ebp; xor eax, eax; pop ebx; add esp, 0x000000E0; ret;
0x101302ac: lodsb; add [eax], eax; add [ebx-0x6F69773A], cl; add [eax], al; add [edi+0x5E], bl; ret;
0x10149fa4: mov al, [0x5F000000]; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00000128; ret;
0x101339b8: sal [ebp+0x0D], 0x5F; pop esi; pop ebp; mov al, 0x03; pop ebx; add esp, 0x00000104; ret;
0x1014ddd9: inc eax; sbb al, 0x85; sal [edi+eax-0x75], 0x4C; and al, 0x08; mov [eax+0x1C], ecx; ret;
0x1005246b: mov [esp+0x24FF1005], ah; lea edx, [eax-0x47EFFADC]; add eax, [eax]; add [eax], al; ret;
0x10065812: sldt word [ebx-0x2F00F73C]; add esp, 0x08; xor eax, eax; pop edi; pop esi; pop ebx; ret;
0x1012b6a3: rcr [edi], cl; adc [edx-0x18], dl; aam 0x68; add [eax], al; add esp, 0x1C; pop esi; ret;
0x100fe848: pop esi; or [ecx+0x5E890C5E], cl; adc [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; ret;
0x1013f4d0: test [eax+esi*8], ah; add [eax], al; add [ecx+0x5BC03318], cl; add esp, 0x000000E0; ret;
0x10119568: sbb [ecx-0x76BFF38B], cl; inc ebp; sbb [ebx-0x74EFDBB4], cl; inc ecx; or [ebx], bh; ret;
0x10140c7c: add [esi-0x7C], eax; sal [ebp-0x46], 0x5F; pop esi; pop ebp; xor eax, eax; pop ebx; ret;
0x10071276: movsb; add eax, 0x04C20000; add [eax-0x7E726F70], dl; test al, 0x05; add [eax], al; ret;
0x1009a2ee: adc [ebx+0x0C50FFCE], cl; mov [esi+0x20], 0x0000000A; mov eax, 0x00000001; pop esi; ret;
0x10013679: add [ecx], 0x00; add [ebx+0x5B5E5FC6], cl; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x101305b9: fld qword [ecx]; add [eax], al; mov [ecx+0x000001DB], al; mov [ecx+0x000001DC], al; ret;
0x1005d622: lahf; sldt word [ebx-0x2F00F73C]; add esp, 0x0C; xor eax, eax; add esp, 0x00001004; ret;
0x10129701: and al, 0x10; mov [eax+0x08], 0x00000002; mov [eax+0x10], edx; mov [eax+0x28], ecx; ret;
0x1009cea7: les ecx, [edi+ebx*2]; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00002000; ret;
0x10089790: or al, 0x00; mov ecx, [esp+0x08]; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1012a0aa: pop ds; adc [eax-0x01], dl; adc eax, 0x10168174; add esp, 0x10; or eax, 0xFFFFFFFF; ret;
0x1013ace6: mov [eax+0x14], 0x1013ACA0; mov [eax+0x18], 0x1013ACB0; mov [eax+0x1C], 0x00000000; ret;
0x1004bce0: add [ebx-0x75], bl; dec esp; and al, 0x08; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x1008a6fe: add [ebx-0x75], bl; dec esp; and al, 0x04; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10149905: mov [edi+0x000000A0], esi; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1007b5c8: sbb eax, 0xE8CE8B10; pmulhuw mm7, mm7; push edi; fcomp [ebx]; rcr [esi-0x09], 0xD8; ret;
0x10066871: add al, [fs:eax]; add al, ch; dec esp; add al, [eax]; mov eax, 0x00000001; pop esi; ret;
0x100657a6: sldt word [ebx-0x2F00F73C]; add esp, 0x0C; xor eax, eax; pop edi; pop esi; pop ebx; ret;
0x10135b47: or cl, [ecx+0x46C7785E]; cmp [ecx], al; add [eax], al; add [edi+0x5E], bl; pop ebx; ret;
0x1008b5e1: mov edi, 0xC483000C; or bh, bh; rol [ebx-0x3FCCF73C], 1; pop esi; pop ebx; pop ecx; ret;
0x1012d919: or al, 0x89; dec eax; adc [ebx+0x74D73B13], cl; add ecx, [ecx+0x5E5F147A]; pop ebx; ret;
0x100b3c51: inc [ebp+0x5F3875C0]; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x0000010C; ret;
0x100657a5: sbb eax, 0xC483000F; or bh, bh; rol [ebx-0x3FCCF33C], 1; pop edi; pop esi; pop ebx; ret;
0x1011c457: adc [ebx+0x0C50FF06], cl; mov [esi+0x2C], 0x0000000A; mov eax, 0x00000001; pop esi; ret;
0x10125419: adc eax, 0x10168174; add esp, 0x10; pop edi; pop esi; pop ebx; add esp, 0x00000090; ret;
0x1004ab3a: mov [esi+0x00000180], edi; pop edi; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x1005d710: lock xchg [esi], dl; adc [ecx+0x18E8045F], cl; mov eax, [0xC483000F]; or [ebx], bh; ret;
0x10140cde: ror [ebp+0x75010F7C], 0xCE; pop edi; pop esi; pop ebp; or eax, 0xFFFFFFFF; pop ebx; ret;
0x1013acac: les eax, [ebx+eax*8]; nop; mov eax, [esp+0x08]; mov eax, [eax+0x0C]; and eax, 0x20; ret;
0x10128e31: and al, 0x10; mov [eax+0x08], 0x00000001; mov [eax+0x10], edx; mov [eax+0x14], ecx; ret;
0x100ec08c: mov bh, 0x06; add bl, ch; add dh, [ebx]; ror [ebx+0x212C24BC], 0x00; add [ebx], bh; ret;
0x10151816: add esp, 0x08; mov [esi+0x38], ebp; mov [esi+0x3C], ebp; pop ebx; pop esi; pop ebp; ret;
0x101258bb: adc al, 0x83; les eax, [0x5FDA75C0+eax*4]; pop esi; pop ebx; mov esp, ebp; pop ebp; ret;
0x10154353: idiv edi; dec [ebx-0x3B7CEFBB]; adc [edi+0x5E], bl; pop ebx; mov esp, ebp; pop ebp; ret;
0x1014958f: mov [ebx+0x000000A0], edi; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x101320b1: add [ebx-0x7C], eax; sal [ebp-0x53], 0x5F; mov eax, ebp; pop esi; pop ebp; pop ebx; ret;
0x1002ac7d: pop esi; mov edx, [eax+0x00001A8C]; mov eax, 0x00000001; mov [ecx+0x000015D4], edx; ret;
0x100b06a8: add [eax], al; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; add esp, 0x00000124; ret;
0x1014bbf7: mov [ecx+0x000000A0], edi; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1005a3db: sal [eax], 0xFFFFFFE8; scasb; sub al, [eax]; add bh, dh; fcomp [ebx]; sal bh, 0xD8; ret;
0x100c4577: sub al, 0x09; add [ebx-0x7CE3DBB4], cl; les ecx, [ebx+ecx*4]; inc ecx; or al, 0x3B; ret;
0x10147cad: xor al, [eax-0x7BBAEF1E]; ror [edi], cl; test [esp+edi*8-0x01], ch; inc [eax+0x3B]; ret;
0x1012d21f: add al, 0xB0; add cl, [eax-0x743C96BF]; push esp; and al, 0x04; mov [edx+0x69], al; ret;
0x10152f84: sar edx, 0x10; mov [eax+0x02], dl; mov edx, ecx; sar edx, 0x08; mov [eax+0x01], dl; ret;
0x1014a867: mov [edi+0x000000A0], ecx; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10065811: sbb eax, 0xC483000F; or bh, bh; rol [ebx-0x3FCCF73C], 1; pop edi; pop esi; pop ebx; ret;
0x10114477: sal [ebp-0x22], 0x5F; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x0000020C; ret;
0x1010cbf6: mov [esi+0x0000035C], eax; mov [esi+0x00000360], eax; mov eax, 0x00000001; pop esi; ret;
0x10136b96: mov [eax+0x14], 0x10136B30; mov [eax+0x18], 0x10136B60; mov [eax+0x1C], 0x00000000; ret;
0x10129c7f: pop esi; mov [edx+0x04], eax; mov [ebp+0x64], 0x01; pop ebp; xor eax, eax; pop ebx; ret;
0x1013212a: add [ebp-0x7C], eax; sal [ebp-0x3B], 0x5F; pop esi; mov eax, ebx; pop ebp; pop ebx; ret;
0x100ba38b: sbb al, 0xB8; add [eax], eax; add [eax], al; pop edi; pop esi; add esp, 0x00000208; ret;
0x1010681c: or eax, 0x4C8B0005; and al, 0x08; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10158cf5: test [eax+0x5FFFFFFD], ecx; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x08; ret;
0x1008e11f: mov [edi+0x28], 0x00000000; pop edi; pop esi; xor eax, eax; pop ebp; add esp, 0x08; ret;
0x1013121e: adc [edx-0x18], dl; pop ebx; or eax, 0xC4830000; sub [edi+0x5E], bl; add esp, 0x0C; ret;
0x10012d6d: mov ecx, [esp+0x18]; add esp, 0x04; mov [ecx], eax; pop edi; xor eax, eax; pop esi; ret;
0x100e0ece: pop es; add [ebx+0x5F0C244C], cl; pop esi; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10133549: les eax, [eax+eax+0x5FC30000]; pop esi; mov al, 0x03; pop ebx; add esp, 0x00000084; ret;
0x1012d31e: pushad; salc; pop ds; adc [ebx-0x00AFBF40], al; adc eax, 0x10168174; add esp, 0x08; ret;
0x1014b0c6: mov [edx+0x000000A0], edi; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10061cf4: inc edx; pop eax; sldt word [ebx-0x2F00F73C]; add esp, 0x08; xor eax, eax; pop ecx; ret;
0x10130f74: adc [ecx-0x18], dl; add eax, 0x83000010; les ecx, [eax]; pop edi; pop esi; pop ebx; ret;
0x1012b0ae: adc dl, dl; pop ds; adc [edx-0x18], dl; enter 0x006E, 0x00; add esp, 0x24; pop esi; ret;
0x1005d580: lahf; sldt word [ebx-0x2F00F73C]; add esp, 0x08; xor eax, eax; add esp, 0x00001004; ret;
0x1001611d: dec esp; add al, [eax]; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x1009cf16: add [eax], al; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; add esp, 0x00002000; ret;
0x10135d95: add [ecx+0x0100CC86], cl; add [ecx+0x5E5F7C6E], cl; mov eax, ebx; pop ebp; pop ebx; ret;
0x10145a1f: mov fs, word [eax+0x5E000000]; pop ebp; xor eax, eax; pop ebx; add esp, 0x00000128; ret;
0x10044e69: arpl word [eax], ax; add [eax], al; pop edi; pop esi; pop ebp; add esp, 0x00000208; ret;
0x1008c58f: add [eax], al; pop edi; mov [ebp+0x00000158], eax; pop esi; pop ebp; add esp, 0x08; ret;
0x10132279: add [ebp-0x7C], eax; sal [ebp-0x6D], 0x5F; pop esi; mov eax, ebx; pop ebp; pop ebx; ret;
0x101406b0: adc [ebx-0x76DBDBAC], cl; or al, [ebx+0x5E5FFFC8]; pop ebp; pop ebx; add esp, 0x10; ret;
0x100e6a5f: mov eax, 0x00000001; mov edx, [ecx+0x00001A8C]; mov [esi+0x00000300], edx; pop esi; ret;
0x10123a30: sub al, 0xEB; add eax, 0x768B0C7E; xor [ebp+0x5FE475F6], al; xor eax, eax; pop esi; ret;
0x1009cd78: les ecx, [edi+ebx*2]; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00002004; ret;
0x101540dd: add al, 0x8B; cmp [ecx+ecx*4], 0x20; adc [eax-0x0E8AFFC8], al; mov eax, 0x1020C008; ret;
0x1008a488: mov [eax+0x38], ecx; mov [eax+0x3C], ecx; mov [eax+0x40], ecx; mov [eax+0x04], edx; ret;
0x1009e2fb: sbb [edx], al; add [eax], al; mov [eax+0x0000031C], cl; mov [eax+0x04], 0x00000001; ret;
0x100b3c53: sal [ebp+0x38], 0x5F; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x0000010C; ret;
0x1003fd7d: mov [esi+0x00000160], eax; mov [esi+0x0000015C], eax; mov eax, 0x00000001; pop esi; ret;
0x101489e2: mov [edi+0x000000A0], edx; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1006a038: and [ebx], al; add [eax], al; mov [eax+0x00000424], cl; mov [eax+0x04], 0x00000001; ret;
0x1008e109: mov eax, 0x00000001; mov [edi+0x28], eax; pop edi; pop esi; pop ebp; add esp, 0x08; ret;
0x10013866: mov [esi+0x0000017C], eax; mov [esi+0x00000180], eax; mov eax, 0x00000001; pop esi; ret;
0x10136b4b: not [edi-0x01]; adc eax, 0x10168168; add esp, 0x04; mov eax, esi; pop edi; pop esi; ret;
0x1004998f: adc [ecx+0x00C71848], cl; or [ecx+0x40C71016], 0x04; add [eax], eax; add [eax], al; ret;
0x10124ab7: or [ebx+0x3B098B00], cl; sal [esi+0x06], 0xFFFFFFB8; add [eax], eax; add [eax], al; ret;
0x100e9875: adc [edx+0x6850100E], bl; lock imul eax, [eax], 0xB7E85600; fadd [esi]; add dh, dh; ret;
0x1012976a: and al, 0x0C; mov [eax+0x08], 0x00000003; mov [eax+0x0C], ecx; mov [eax+0x10], edx; ret;
0x101353be: add bl, al; mov eax, [esp+0x04]; mov [eax+0x04], 0x00000000; mov [eax], 0x00000000; ret;
0x10012c94: mov [edi+ebx], 0x00; pop edi; pop esi; mov eax, 0x00000001; pop ebx; add esp, 0x68; ret;
0x10127b7e: sbb al, 0x83; les eax, [0x5FDA75C0+eax*4]; pop esi; pop ebx; mov esp, ebp; pop ebp; ret;
0x101302aa: mov dl, [edi+0x000001AC]; mov eax, esi; mov [esi+0x00000090], dl; pop edi; pop esi; ret;
0x1008e008: push ds; adc al, ch; sub edx, [ebp-0x3B7CFFF4]; or bh, bh; rol [ebx-0x3FCCF73C], 1; ret;
0x10149883: mov [edi+0x000000A0], ebx; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x101146bd: add al, 0x00; nop; mov eax, ecx; mov [eax], 0x10168E88; mov [eax+0x04], 0x00000001; ret;
0x10011e75: and al, 0x95; mov al, [0xB810011E]; add [eax], al; add bl, al; mov eax, 0x00000068; ret;
0x1014c7e4: add eax, 0x000001B8; add [ebx+0x5E14244C], cl; mov [ecx], eax; mov eax, 0x00000001; ret;
0x100110d4: mov ebp, 0xFF10010F; lgdt [eax]; lahf; lgdt [eax]; sbb eax, 0xE1100110; lgdt [eax]; ret;
0x1013034d: add [eax], al; mov [eax+0x18], edx; mov ecx, [ecx+0x000001E4]; mov [eax+0x0C], ecx; ret;
0x1015524d: and [edx], 0xC4830000; or al, 0x8B; lds ebx, [edi+0x5D]; pop ebx; pop esi; pop ecx; ret;
0x1014c52d: mov dl, [0x1016B2C0+esi*4]; or dl, cl; mov [eax], dl; lea eax, [esi+0x01]; pop esi; ret;
0x10027ba7: or al, 0xE9; wait; add [eax], eax; add [ebx-0x74EB4A8C], cl; inc esi; or [ebx], bh; ret;
0x10152f28: or ecx, edx; xor edx, edx; mov dl, [eax]; shl ecx, 0x08; or ecx, edx; mov eax, ecx; ret;
0x1010ccb6: mov eax, 0xE8101F8A; and [eax], edx; add [eax], al; neg eax; sbb eax, eax; neg eax; ret;
0x100151eb: add [ebx-0x14ED0031], ecx; lds ecx, [ecx+0x5E5F1C5E]; mov eax, 0x00000001; pop ebx; ret;
0x10012edb: push ss; adc [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; add esp, 0x1C; ret;
0x1001b74a: mov [esi+0x00000354], ebx; pop edi; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x10067c23: test [esi], 0x00; add esp, 0x28; mov eax, 0x00000001; pop esi; add esp, 0x00000104; ret;
0x1008b863: add [ebx-0x75], bl; dec esp; and al, 0x0C; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x1012ad80: mov ah, 0xD2; pop ds; adc [ecx-0x18], dl; div [ecx+0x00]; add [ebx+0x5E5F28C4], al; ret;
0x1010edfe: cmp [edi+0x5D], bl; xor eax, eax; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x38; ret;
0x1002ab5c: aas; add [eax], al; mov [esi+0x00003F50], 0x00000000; mov eax, 0x00000001; pop esi; ret;
0x10152fa3: sar edx, 0x10; mov [eax+0x01], dl; mov edx, ecx; sar edx, 0x08; mov [eax+0x02], dl; ret;
0x10011bd1: sbb al, 0x01; adc bh, bh; and al, 0x8D; or [ecx+eax], bl; adc [eax+0x101D676C], bh; ret;
0x1014ddf9: inc eax; sbb al, 0x85; sal [esp+eax-0x75], 0x40; sbb al, 0xC3; mov eax, 0x00000004; ret;
0x1005abb4: add [ebx-0x75], bl; dec esp; and al, 0x6C; mov [fs:0x00000000], ecx; add esp, 0x78; ret;
0x1013f79e: add [eax], al; pop ebp; mov [eax], ebx; xor eax, eax; pop ebx; add esp, 0x000000E0; ret;
0x101255a2: add [eax], al; pop edi; pop esi; mov [ecx+0x04], eax; pop ebx; add esp, 0x00000090; ret;
0x100b3b97: push eax; sbb [ebp+0x5F0B75C0], al; pop esi; pop ebp; pop ebx; add esp, 0x0000010C; ret;
0x1013a0a0: adc [esi-0x18], dl; cdq; add [eax], al; add [ebx-0x3FCCFB3C], al; pop edi; pop esi; ret;
0x1004c631: or [ecx+eax-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x0000017C]; ret;
0x1012c1a5: fcom2 st4; pop ds; adc [ebx-0x1017ADEF], cl; pop ebp; add [eax], al; add esp, 0x0C; ret;
0x100b9935: mov cs, word [eax-0x00FFFFFF]; push eax; or al, 0x5F; mov eax, 0x00000001; pop esi; ret;
0x10088619: adc [ecx], bh; dec eax; adc [edi], cl; test [eax+eax+0x408B0000], ah; or [ebx], bh; ret;
0x100bc75d: mov al, 0x09; add bl, ch; add dh, [ebx]; ror [ebx+0x213024AC], 0x00; add [ebx], bh; ret;
0x10149360: mov [esi], eax; pop esi; pop ebp; mov eax, 0xFFFFFFF8; pop ebx; add esp, 0x00000128; ret;
0x1014a882: xchg eax, edi; mov al, [0x5F000000]; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x101588e8: xchg eax, esp; rcr [esi+0x5D], 0x8D; inc esp; add [ecx], al; pop ebx; add esp, 0x08; ret;
0x1006b36c: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000EA0; ret;
0x100489cd: push 0xE8000009; pop edx; or [eax], eax; add [ebp+0x5F0475C0], al; pop esi; pop ebx; ret;
0x10154ec3: sbb esi, esi; inc esp; and al, 0x14; add [edx+edx+0x5F], esi; pop esi; xor eax, eax; ret;
0x1006c672: sbb al, 0x56; sbb eax, 0x74B8C310; pop ds; push ds; adc bl, al; mov eax, 0x101D5518; ret;
0x1012fc39: sbb [esi+0x5D], bl; mov [ecx+0x04], eax; xor eax, eax; pop ebx; add esp, 0x00000084; ret;
0x1011646e: xor eax, eax; pop esi; mov ecx, [esp+0x3C]; mov [fs:0x00000000], ecx; add esp, 0x48; ret;
0x100b903b: mov dl, [esi]; adc [edi+0x5E], bl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x1011902f: xor eax, eax; pop ebx; mov ecx, [esp+0x1C]; mov [fs:0x00000000], ecx; add esp, 0x28; ret;
0x1011a3f5: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x0000011C; ret;
0x1009c378: adc eax, 0x10168038; mov [esi+0x00000964], 0x00000000; mov eax, 0x00000001; pop esi; ret;
0x10061f4f: add [eax], eax; add [eax], al; pop ebp; mov eax, 0x00000001; pop ebx; add esp, 0x10; ret;
0x10065fc3: xor eax, eax; pop esi; mov ecx, [esp+0x04]; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x10138c19: adc al, 0x83; les eax, [0x5FDA75C0+eax*4]; pop esi; pop ebp; pop ebx; add esp, 0x54; ret;
0x101401c5: and al, 0x10; mov [ecx], esi; mov ecx, [esp+0x14]; pop esi; pop ebx; mov [ecx], edx; ret;
0x1012b7e4: adc [ecx-0x18], dl; xchg eax, ebp; add [bx+si], al; add esp, 0x20; pop esi; pop edi; ret;
0x100974b9: xchg eax, esi; push ss; adc [ecx-0x4917FBA2], cl; add eax, 0xC483000C; add al, 0x3B; ret;
0x1004bd03: xor eax, eax; pop ebx; mov ecx, [esp+0x08]; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10113f31: or [ebx+0x1050FF01], cl; mov [esi+0x18], edi; pop edi; mov eax, 0x00000001; pop esi; ret;
0x100461de: nop; nop; mov eax, [ecx+0x00000358]; lea edx, [eax+0x01]; mov [ecx+0x00000358], edx; ret;
0x10010764: xor eax, eax; pop esi; mov ecx, [esp+0x14]; mov [fs:0x00000000], ecx; add esp, 0x20; ret;
0x10116487: and al, 0x40; mov eax, 0x00000001; pop esi; mov [fs:0x00000000], ecx; add esp, 0x48; ret;
0x101374ad: dec edi; add [eax], al; add [esi-0x18], dl; cdq; add eax, [eax]; add [esi-0x18], dl; ret;
0x10051da0: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000204; ret;
0x10065e93: add [ebx+0x5F14244C], cl; pop esi; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10068a04: xor ch, bl; push cs; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; pop ecx; ret;
0x10011ce1: sbb al, 0x01; adc bh, bh; and al, 0x8D; hlt; sbb al, 0x01; adc [eax+0x00000001], bh; ret;
0x1008a734: xor eax, eax; pop ebx; mov ecx, [esp+0x04]; mov [fs:0x00000000], ecx; add esp, 0x10; ret;
0x1012cd17: or dh, dl; pop ds; adc [ebx+0x7DE85108], cl; push edx; add [eax], al; add esp, 0x0C; ret;
0x100cb6f5: mov eax, esi; pop esi; mov ecx, [esp+0x40]; mov [fs:0x00000000], ecx; add esp, 0x4C; ret;
0x100ce986: mov [esi+0x00000260], 0x0000000A; mov [esi+0x04], 0x00000001; mov eax, esi; pop esi; ret;
0x1005286d: xor [ebx], bh; enter 0x0574, 0x8B; add edi, edi; push eax; and [eax+0x00000001], bh; ret;
0x10141891: add [eax+edx+0x33], dh; rol [ebx+0x5E5F13FE], 0x5D; pop ebx; sete al; add esp, 0x08; ret;
0x1015e111: dec ebp; fsubr st0, st1; clc; add ch, ah; dec [ebx-0x17AF2BBB]; adc eax, 0x59FFFF90; ret;
0x100904e7: xor eax, eax; pop ebx; mov ecx, [esp+0x28]; mov [fs:0x00000000], ecx; add esp, 0x34; ret;
0x1005c7a9: add [eax], al; add [ecx-0x7B74EFBB], cl; and al, 0x20; adc [eax], al; add [ebx], bh; ret;
0x1009e57d: add [eax+0x5E101686], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x14; ret;
0x10134d5c: add bh, al; inc eax; add al, 0x00; add [eax], al; add [ebx+0x5B5D5EC6], cl; pop ecx; ret;
0x10071321: xor [esi+edx-0x6F3D0000], 0x90909090; nop; nop; nop; nop; lea eax, [ecx+0x0000049C]; ret;
0x10043bd1: xor eax, eax; pop ebx; mov ecx, [esp+0x24]; mov [fs:0x00000000], ecx; add esp, 0x30; ret;
0x100fbd5c: add [ebx-0x3B7CF38A], cl; or al, 0x85; div [ebp-0x1C]; mov eax, 0x00000001; pop esi; ret;
0x10069a11: xor [edx+edx-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x000012B8]; ret;
0x1014bbf6: ror [ecx+0x0000A0B9], 0x00; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10118ee1: xor eax, eax; pop ebx; mov ecx, [esp+0x54]; mov [fs:0x00000000], ecx; add esp, 0x60; ret;
0x1014a880: ror [ecx+0x0000A097], 0x00; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10120e6d: add [edi+0x5E], bl; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x000003DC; ret;
0x1014e22a: add cl, [ebx+0x201D9C0D]; adc [edi+0x5E], bl; pop ebp; mov [edx+0x04], ecx; pop ebx; ret;
0x10122eb7: mov eax, esi; pop esi; mov ecx, [esp+0x3C]; mov [fs:0x00000000], ecx; add esp, 0x48; ret;
0x1004a682: pop es; in al, 0x87; push ss; adc [ecx-0x5417FBA1], cl; rcl [eax], 1; add [ebx], bh; ret;
0x100b84c1: sbb [eax+eax-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x000000A0]; ret;
0x100bc001: cmp [edx+edx-0x6F3D0000], 0x90909090; nop; nop; nop; nop; mov eax, [ecx+0x00000234]; ret;
0x1008b8c0: xor eax, eax; pop ebx; mov ecx, [esp+0x0C]; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x1010f023: mov ds, word [ebp+0x5F]; pop esi; mov eax, 0x00000001; pop ebx; add esp, 0x00001010; ret;
0x100f7a15: xor eax, eax; pop ebx; mov ecx, [esp+0x2C]; mov [fs:0x00000000], ecx; add esp, 0x38; ret;
0x1006a578: adc [eax+0x68], dl; inc eax; add eax, 0xE8560000; mov bh, 0xCB; push cs; add dh, dh; ret;
